date,open,high,low,close,volume
2010-01-04,9.579999923706055,9.836999893188477,9.579999923706055,9.836999893188477,2435990
2010-01-05,9.795000076293945,9.904000282287598,9.734000205993652,9.829999923706055,1513688
2010-01-06,9.878999710083008,9.878999710083008,9.758000373840332,9.864999771118164,1334622
2010-01-07,9.774999618530273,9.914999961853027,9.6899995803833,9.869999885559082,1561600
2010-01-08,9.989999771118164,10.015999794006348,9.833000183105469,9.956999778747559,1556434
2010-01-11,10.100000381469727,10.1899995803833,9.958999633789062,9.97599983215332,1287460
2010-01-12,10.0,10.005999565124512,9.668999671936035,9.744000434875488,1238904
2010-01-13,9.711000442504883,9.800999641418457,9.668999671936035,9.784000396728516,745786
2010-01-14,9.871000289916992,9.890000343322754,9.739999771118164,9.857999801635742,705350
2010-01-15,9.890000343322754,9.97700023651123,9.520000457763672,9.53600025177002,1017439
2010-01-18,9.649999618530273,9.675000190734863,9.543999671936035,9.656000137329102,638334
2010-01-19,9.586000442504883,9.852999687194824,9.420999526977539,9.795999526977539,1650870
2010-01-20,9.708000183105469,9.8149995803833,9.350000381469727,9.418000221252441,2447247
2010-01-21,9.553999900817871,9.59000015258789,9.071000099182129,9.071000099182129,3771133
2010-01-22,9.003000259399414,9.09000015258789,8.753000259399414,8.885000228881836,5451327
2010-01-25,8.788999557495117,8.968000411987305,8.6850004196167,8.6850004196167,2184461
2010-01-26,8.598999977111816,8.857999801635742,8.550000190734863,8.857999801635742,2426585
2010-01-27,8.638999938964844,8.779999732971191,8.520000457763672,8.619999885559082,2439119
2010-01-28,8.807999610900879,8.833000183105469,8.312999725341797,8.312999725341797,3938757
2010-01-29,8.440999984741211,8.652000427246094,8.34000015258789,8.541999816894531,1991327
2010-02-01,8.399999618530273,8.67199993133545,8.361000061035156,8.63700008392334,3050128
2010-02-02,8.626999855041504,8.876999855041504,8.522000312805176,8.854999542236328,2264344
2010-02-03,8.878999710083008,8.9399995803833,8.720999717712402,8.75100040435791,1488489
2010-02-04,8.75,8.822999954223633,8.279999732971191,8.28600025177002,4828735
2010-02-05,8.237000465393066,8.237000465393066,7.741000175476074,7.741000175476074,10707404
2010-02-08,7.895999908447266,7.96999979019165,7.665999889373779,7.9079999923706055,3455171
2010-02-09,7.843999862670898,8.032999992370605,7.828000068664551,8.015999794006348,1733738
2010-02-10,8.050000190734863,8.222999572753906,7.959000110626221,8.027999877929688,3115698
2010-02-11,8.125,8.220000267028809,7.809999942779541,7.998000144958496,3575138
2010-02-12,8.107000350952148,8.15999984741211,7.800000190734863,7.89300012588501,2183667
2010-02-15,8.012999534606934,8.07800006866455,7.889999866485596,7.940999984741211,718274
2010-02-16,8.090999603271484,8.199000358581543,7.896999835968018,8.199000358581543,2335973
2010-02-17,8.329000473022461,8.529999732971191,8.329000473022461,8.430999755859375,3604691
2010-02-18,8.40999984741211,8.550000190734863,8.375,8.539999961853027,1196799
2010-02-19,8.37399959564209,8.649999618530273,8.369999885559082,8.623000144958496,1418481
2010-02-22,8.661999702453613,8.6899995803833,8.552000045776367,8.552000045776367,727112
2010-02-23,8.680000305175781,8.734999656677246,8.291000366210938,8.369999885559082,3092844
2010-02-24,8.383999824523926,8.45300006866455,8.253000259399414,8.39900016784668,1012606
2010-02-25,8.255999565124512,8.4350004196167,8.02299976348877,8.032999992370605,3250835
2010-02-26,8.199999809265137,8.36400032043457,8.086999893188477,8.36400032043457,1872216
2010-03-01,8.53600025177002,8.630000114440918,8.418999671936035,8.61400032043457,1418559
2010-03-02,8.619000434875488,8.807000160217285,8.597999572753906,8.807000160217285,2263824
2010-03-03,8.753999710083008,8.979999542236328,8.699999809265137,8.920000076293945,2047091
2010-03-04,8.812000274658203,8.982999801635742,8.79800033569336,8.87600040435791,1283852
2010-03-05,8.96500015258789,9.25,8.930000305175781,9.218999862670898,2381125
2010-03-08,9.267000198364258,9.300000190734863,9.21399974822998,9.22700023651123,3410136
2010-03-09,9.258000373840332,9.300000190734863,9.10099983215332,9.253000259399414,1686139
2010-03-10,9.243000030517578,9.440999984741211,9.22700023651123,9.38700008392334,1821895
2010-03-11,9.300000190734863,9.42199993133545,9.25100040435791,9.321999549865723,1190755
2010-03-12,9.36299991607666,9.470000267028809,9.295999526977539,9.32699966430664,2815320
2010-03-15,9.317000389099121,9.326000213623047,9.154999732971191,9.173999786376953,1100727
2010-03-16,9.284000396728516,9.440999984741211,9.25100040435791,9.380000114440918,1615843
2010-03-17,9.442000389099121,9.519000053405762,9.402000427246094,9.47599983215332,1179754
2010-03-18,9.414999961853027,9.503000259399414,9.309000015258789,9.390000343322754,847542
2010-03-19,9.454999923706055,9.494999885559082,9.232999801635742,9.3100004196167,1004141
2010-03-22,9.270999908447266,9.336000442504883,9.055999755859375,9.336000442504883,1521633
2010-03-23,9.34000015258789,9.494000434875488,9.333999633789062,9.439000129699707,1951083
2010-03-24,9.47599983215332,9.513999938964844,9.234000205993652,9.428000450134277,1527071
2010-03-25,9.473999977111816,9.710000038146973,9.449999809265137,9.67199993133545,1850958
2010-03-26,9.654999732971191,9.6850004196167,9.576000213623047,9.616000175476074,1622480
2010-03-29,9.670999526977539,9.753000259399414,9.529999732971191,9.657999992370605,1308499
2010-03-30,9.753000259399414,9.800000190734863,9.5649995803833,9.605999946594238,1919803
2010-03-31,9.609000205993652,9.66100025177002,9.390000343322754,9.531000137329102,1707566
2010-04-01,9.678999900817871,9.859999656677246,9.67300033569336,9.829999923706055,1619740
2010-04-06,9.904999732971191,9.977999687194824,9.793000221252441,9.930999755859375,805638
2010-04-07,9.902000427246094,9.913000106811523,9.758999824523926,9.779999732971191,1021404
2010-04-08,9.706999778747559,9.722999572753906,9.4350004196167,9.574999809265137,2000838
2010-04-09,9.729000091552734,9.895000457763672,9.729000091552734,9.890999794006348,973521
2010-04-12,10.0,10.050000190734863,9.8149995803833,9.904000282287598,1164934
2010-04-13,9.850000381469727,9.9350004196167,9.758999824523926,9.793999671936035,843732
2010-04-14,9.930999755859375,10.019000053405762,9.880999565124512,9.937000274658203,1214019
2010-04-15,9.972000122070312,10.0600004196167,9.833999633789062,9.991000175476074,983904
2010-04-16,9.843000411987305,10.064000129699707,9.53600025177002,9.623000144958496,2585140
2010-04-19,9.451000213623047,9.588000297546387,9.409000396728516,9.517999649047852,1239804
2010-04-20,9.616000175476074,9.795000076293945,9.520000457763672,9.762999534606934,1217832
2010-04-21,9.807999610900879,9.819999694824219,9.539999961853027,9.545000076293945,1299110
2010-04-22,9.529999732971191,9.678000450134277,9.206000328063965,9.29699993133545,2510161
2010-04-23,9.309000015258789,9.493000030517578,9.21500015258789,9.454999923706055,1793767
2010-04-26,9.663000106811523,9.722999572753906,9.550000190734863,9.621000289916992,1347224
2010-04-27,9.625,9.625,8.960000038146973,8.972999572753906,2840938
2010-04-28,8.82800006866455,8.920000076293945,8.458999633789062,8.6850004196167,7673329
2010-04-29,8.682000160217285,8.960000038146973,8.59000015258789,8.888999938964844,2661186
2010-04-30,8.836000442504883,8.968999862670898,8.619999885559082,8.793999671936035,3342680
2010-05-03,8.687000274658203,8.9399995803833,8.609999656677246,8.869999885559082,2313202
2010-05-04,8.920000076293945,8.9350004196167,8.225000381469727,8.279999732971191,6905041
2010-05-05,8.317000389099121,8.380000114440918,7.96999979019165,8.08899974822998,4829550
2010-05-06,7.946000099182129,8.258999824523926,7.710999965667725,7.8460001945495605,9887604
2010-05-07,7.442999839782715,7.730000019073486,6.979000091552734,7.8460001945495605,10769451
2010-05-10,7.867000102996826,8.390999794006348,7.800000190734863,8.390999794006348,7520784
2010-05-11,8.119999885559082,8.319999694824219,7.982999801635742,8.300000190734863,3996194
2010-05-12,8.081999778747559,8.597999572753906,8.057000160217285,8.449000358581543,5193153
2010-05-13,8.593999862670898,8.600000381469727,8.34000015258789,8.444000244140625,1487957
2010-05-14,8.37399959564209,8.37399959564209,7.679999828338623,7.744999885559082,6029952
2010-05-17,7.577000141143799,7.889999866485596,7.559000015258789,7.678999900817871,2474992
2010-05-18,7.857999801635742,8.069999694824219,7.789999961853027,7.945000171661377,1870449
2010-05-19,7.697000026702881,7.840000152587891,7.46999979019165,7.585999965667725,3701179
2010-05-20,7.704999923706055,7.809999942779541,7.019999980926514,7.294000148773193,4756354
2010-05-21,7.264999866485596,7.433000087738037,6.949999809265137,7.383999824523926,6574827
2010-05-24,7.478000164031982,7.501999855041504,7.182000160217285,7.355000019073486,2322153
2010-05-25,6.927000045776367,6.986999988555908,6.73199987411499,6.89900016784668,4429929
2010-05-26,7.120999813079834,7.369999885559082,7.111000061035156,7.203999996185303,3452156
2010-05-27,7.370999813079834,7.739999771118164,7.321000099182129,7.702000141143799,3230279
2010-05-28,7.789999961853027,7.829999923706055,7.636000156402588,7.698999881744385,4049722
2010-05-31,7.682000160217285,7.755000114440918,7.645999908447266,7.671999931335449,1506094
2010-06-01,7.540999889373779,7.73799991607666,7.295000076293945,7.658999919891357,6382808
2010-06-02,7.5289998054504395,7.675000190734863,7.366000175476074,7.639999866485596,3750836
2010-06-03,7.947999954223633,8.045000076293945,7.843999862670898,7.882999897003174,3313286
2010-06-04,7.9720001220703125,8.027000427246094,7.40500020980835,7.47599983215332,4591714
2010-06-07,7.242000102996826,7.4629998207092285,7.165999889373779,7.316999912261963,2463793
2010-06-08,7.348999977111816,7.374000072479248,7.017000198364258,7.177000045776367,3750593
2010-06-09,7.296999931335449,7.429999828338623,7.110000133514404,7.426000118255615,2804954
2010-06-10,7.317999839782715,7.789999961853027,7.260000228881836,7.691999912261963,3195139
2010-06-11,7.801000118255615,7.929999828338623,7.668000221252441,7.826000213623047,2877986
2010-06-14,8.038000106811523,8.206000328063965,8.003999710083008,8.173999786376953,2998175
2010-06-15,8.105999946594238,8.385000228881836,8.067000389099121,8.333000183105469,4078863
2010-06-16,8.413000106811523,8.449000358581543,8.244000434875488,8.399999618530273,2351791
2010-06-17,8.404000282287598,8.567000389099121,8.333000183105469,8.435999870300293,3134743
2010-06-18,8.440999984741211,8.524999618530273,8.343999862670898,8.446999549865723,1315812
2010-06-21,8.65999984741211,8.753999710083008,8.595999717712402,8.656000137329102,2838477
2010-06-22,8.545999526977539,8.609999656677246,8.373000144958496,8.52299976348877,2972222
2010-06-23,8.347000122070312,8.479999542236328,8.187999725341797,8.253999710083008,2817341
2010-06-24,8.34000015258789,8.355999946594238,7.8429999351501465,7.895999908447266,6016007
2010-06-25,7.949999809265137,7.986999988555908,7.682000160217285,7.760000228881836,3986945
2010-06-28,7.806000232696533,7.984000205993652,7.695000171661377,7.9710001945495605,3554095
2010-06-29,7.739999771118164,7.767000198364258,7.3420000076293945,7.389999866485596,5532393
2010-06-30,7.400000095367432,7.53000020980835,7.285999774932861,7.425000190734863,3318793
2010-07-01,7.214000225067139,7.27400016784668,6.940000057220459,7.026000022888184,6931458
2010-07-02,7.125999927520752,7.239999771118164,7.011000156402588,7.063000202178955,4055612
2010-07-05,7.1020002365112305,7.119999885559082,6.98799991607666,7.007999897003174,1134224
2010-07-06,7.065999984741211,7.4770002365112305,7.061999797821045,7.335000038146973,4342744
2010-07-07,7.163000106811523,7.574999809265137,7.099999904632568,7.565999984741211,4413980
2010-07-08,7.698999881744385,7.860000133514404,7.6570000648498535,7.7820000648498535,4050911
2010-07-09,7.918000221252441,7.932000160217285,7.806000232696533,7.855999946594238,2353087
2010-07-12,7.927000045776367,8.02400016784668,7.821000099182129,7.918000221252441,3166321
2010-07-13,7.934000015258789,8.222999572753906,7.925000190734863,8.194000244140625,4445389
2010-07-14,8.241999626159668,8.286999702453613,8.032999992370605,8.182999610900879,2940742
2010-07-15,8.137999534606934,8.276000022888184,7.9120001792907715,7.973999977111816,3174551
2010-07-16,8.053000450134277,8.100000381469727,7.578000068664551,7.63100004196167,4257140
2010-07-19,7.5929999351501465,7.769000053405762,7.534999847412109,7.577000141143799,2654912
2010-07-20,7.677999973297119,7.681000232696533,7.302000045776367,7.498000144958496,4113678
2010-07-21,7.664000034332275,7.802000045776367,7.579999923706055,7.599999904632568,4468066
2010-07-22,7.525000095367432,8.050000190734863,7.507999897003174,8.043000221252441,5651222
2010-07-23,7.960000038146973,8.14799976348877,7.934999942779541,8.0600004196167,3209086
2010-07-26,8.14799976348877,8.1850004196167,7.989999771118164,8.180999755859375,2470524
2010-07-27,8.298999786376953,8.4399995803833,8.24899959564209,8.305999755859375,5435157
2010-07-28,8.392000198364258,8.449000358581543,8.258999824523926,8.321999549865723,1769095
2010-07-29,8.383999824523926,8.53499984741211,8.234000205993652,8.234000205993652,2842355
2010-07-30,8.25,8.359999656677246,8.029999732971191,8.20199966430664,4315086
2010-08-02,8.369000434875488,8.670999526977539,8.324000358581543,8.657999992370605,2943079
2010-08-03,8.626999855041504,8.661999702453613,8.493000030517578,8.630999565124512,1250343
2010-08-04,8.60200023651123,8.788000106811523,8.505999565124512,8.699999809265137,2397386
2010-08-05,8.744999885559082,8.880000114440918,8.687999725341797,8.718000411987305,3079958
2010-08-06,8.791999816894531,8.84000015258789,8.42199993133545,8.51200008392334,3414082
2010-08-09,8.715999603271484,8.784000396728516,8.696999549865723,8.770999908447266,1161083
2010-08-10,8.722000122070312,8.741999626159668,8.470999717712402,8.565999984741211,2249653
2010-08-11,8.437999725341797,8.454999923706055,8.112000465393066,8.130000114440918,6243306
2010-08-12,8.123000144958496,8.180999755859375,7.945000171661377,8.10200023651123,4621583
2010-08-13,8.211999893188477,8.21500015258789,7.8979997634887695,8.055000305175781,4479705
2010-08-16,8.064000129699707,8.128999710083008,7.85699987411499,7.995999813079834,7129058
2010-08-17,8.07800006866455,8.277999877929688,8.060999870300293,8.267000198364258,5400896
2010-08-18,8.178999900817871,8.289999961853027,8.109999656677246,8.204000473022461,6236800
2010-08-19,8.289999961853027,8.336999893188477,7.874000072479248,7.90500020980835,10133858
2010-08-20,7.973999977111816,7.994999885559082,7.664999961853027,7.702000141143799,9872000
2010-08-23,7.739999771118164,7.933000087738037,7.698999881744385,7.806000232696533,6555598
2010-08-24,7.663000106811523,7.678999900817871,7.425000190734863,7.565999984741211,11733936
2010-08-25,7.514999866485596,7.598999977111816,7.239999771118164,7.4029998779296875,13167450
