K,T_yr,mean_rotation,std_rotation,median_rotation,n_quarters
3,5,38.64385523131822,17.1612940562324,36.00699140319121,52
5,5,32.67685411884517,8.944139314854207,33.417936671368075,52
8,5,25.836303211923983,6.504775079178461,25.56960242520438,52
10,5,19.86389763071745,4.390114435379848,19.84445023734978,52
8,3,29.97832076855861,7.4071268054617185,32.16721290272369,52
8,5,25.836303211923983,6.504775079178461,25.56960242520438,52
8,8,18.220367895721743,7.087049607572509,18.494675611489214,43
8,10,15.816335099379335,7.1382068892266926,15.18545787507081,38
